state,indicator,cycle,index_value
DC,Employees,202408,48.0
DC,Hours,202408,49.4
DC,Delivery time,202408,50.4
DC,Demand,202408,50.5
DC,Output prices,202408,52.8
DC,Input prices,202408,61.3
DC,Future performance,202408,56.8
DC,Future employees,202408,61.4
DC,Future hours,202408,61.0
DC,Future delivery time,202408,55.4
DC,Future demand,202408,59.4
DC,Future output prices,202408,59.0
DC,Future input prices,202408,68.8
DE,Current performance,202408,52.5
DE,Revenues,202408,47.2
DE,Employees,202408,48.6
DE,Hours,202408,47.7
DE,Delivery time,202408,55.6
DE,Demand,202408,46.8
DE,Output prices,202408,57.7
DE,Input prices,202408,67.0
DE,Future performance,202408,51.5
DE,Future employees,202408,53.7
DE,Future hours,202408,52.9
DE,Future delivery time,202408,53.0
DE,Future demand,202408,52.6
DE,Future output prices,202408,65.1
DE,Future input prices,202408,72.7
FL,Current performance,202408,53.2
FL,Revenues,202408,43.1
FL,Employees,202408,48.3
FL,Hours,202408,47.0
FL,Delivery time,202408,51.4
FL,Demand,202408,44.8
FL,Output prices,202408,55.1
FL,Input prices,202408,68.0
FL,Future performance,202408,53.1
FL,Future employees,202408,51.4
FL,Future hours,202408,49.9
FL,Future delivery time,202408,51.2
FL,Future demand,202408,52.8
FL,Future output prices,202408,61.0
FL,Future input prices,202408,73.0
GA,Current performance,202408,51.1
GA,Revenues,202408,41.5
GA,Employees,202408,47.8
GA,Hours,202408,44.9
GA,Delivery time,202408,55.2
GA,Demand,202408,46.0
GA,Output prices,202408,54.2
GA,Input prices,202408,68.1
GA,Future performance,202408,52.2
GA,Future employees,202408,51.5
GA,Future hours,202408,49.3
GA,Future delivery time,202408,53.9
GA,Future demand,202408,51.5
GA,Future output prices,202408,60.6
GA,Future input prices,202408,71.3
HI,Current performance,202408,46.1
HI,Revenues,202408,37.9
HI,Employees,202408,48.0
HI,Hours,202408,44.8
HI,Delivery time,202408,47.1
HI,Demand,202408,47.5
HI,Output prices,202408,54.5
HI,Input prices,202408,69.4
HI,Future performance,202408,49.8
HI,Future employees,202408,52.7
HI,Future hours,202408,52.9
HI,Future delivery time,202408,51.0
HI,Future demand,202408,53.9
HI,Future output prices,202408,59.7
HI,Future input prices,202408,73.2
IA,Current performance,202408,55.3
IA,Revenues,202408,44.9
IA,Employees,202408,47.5
IA,Hours,202408,47.6
IA,Delivery time,202408,53.7
IA,Demand,202408,48.3
IA,Output prices,202408,56.4
IA,Input prices,202408,65.3
IA,Future performance,202408,56.2
IA,Future employees,202408,55.4
IA,Future hours,202408,52.5
IA,Future delivery time,202408,54.3
IA,Future demand,202408,56.8
IA,Future output prices,202408,63.6
IA,Future input prices,202408,73.4
ID,Current performance,202408,52.4
ID,Revenues,202408,39.5
ID,Employees,202408,45.5
ID,Hours,202408,44.8
ID,Delivery time,202408,52.3
ID,Demand,202408,44.3
ID,Output prices,202408,51.8
ID,Input prices,202408,70.3
ID,Future performance,202408,51.7
ID,Future employees,202408,55.6
ID,Future hours,202408,55.8
ID,Future delivery time,202408,54.4
ID,Future demand,202408,52.9
ID,Future output prices,202408,60.9
ID,Future input prices,202408,75.2
IL,Current performance,202408,50.4
IL,Revenues,202408,42.2
IL,Employees,202408,47.8
IL,Hours,202408,44.9
IL,Delivery time,202408,50.8
IL,Demand,202408,43.6
IL,Output prices,202408,55.1
IL,Input prices,202408,68.4
IL,Future performance,202408,51.4
IL,Future employees,202408,50.1
IL,Future hours,202408,51.2
IL,Future delivery time,202408,51.6
IL,Future demand,202408,53.0
IL,Future output prices,202408,62.2
IL,Future input prices,202408,73.4
IN,Current performance,202408,55.0
IN,Revenues,202408,45.3
IN,Employees,202408,48.6
IN,Hours,202408,47.8
IN,Delivery time,202408,52.8
IN,Demand,202408,51.0
IN,Output prices,202408,54.8
IN,Input prices,202408,67.7
IN,Future performance,202408,55.5
IN,Future employees,202408,53.9
IN,Future hours,202408,54.1
IN,Future delivery time,202408,53.7
IN,Future demand,202408,55.7
IN,Future output prices,202408,62.1
IN,Future input prices,202408,73.1
KS,Current performance,202408,53.3
KS,Revenues,202408,45.1
KS,Employees,202408,50.5
KS,Hours,202408,49.5
KS,Delivery time,202408,52.4
KS,Demand,202408,46.7
KS,Output prices,202408,57.6
KS,Input prices,202408,67.7
KS,Future performance,202408,54.4
KS,Future employees,202408,52.7
KS,Future hours,202408,53.0
KS,Future delivery time,202408,52.7
KS,Future demand,202408,53.5
KS,Future output prices,202408,64.2
KS,Future input prices,202408,74.7
KY,Current performance,202408,56.7
KY,Revenues,202408,46.7
KY,Employees,202408,49.4
KY,Hours,202408,49.3
KY,Delivery time,202408,51.9
KY,Demand,202408,51.5
KY,Output prices,202408,55.2
KY,Input prices,202408,67.9
KY,Future performance,202408,56.5
KY,Future employees,202408,54.5
KY,Future hours,202408,55.4
KY,Future delivery time,202408,52.5
KY,Future demand,202408,57.1
KY,Future output prices,202408,61.0
KY,Future input prices,202408,73.3
LA,Current performance,202408,51.8
LA,Revenues,202408,39.5
LA,Employees,202408,48.3
LA,Hours,202408,46.6
LA,Delivery time,202408,52.2
LA,Demand,202408,41.4
LA,Output prices,202408,55.0
LA,Input prices,202408,70.2
LA,Future performance,202408,52.6
LA,Future employees,202408,48.6
LA,Future hours,202408,48.9
LA,Future delivery time,202408,51.6
LA,Future demand,202408,48.9
LA,Future output prices,202408,58.4
LA,Future input prices,202408,72.9
MA,Current performance,202408,52.6
MA,Revenues,202408,40.8
MA,Employees,202408,49.2
MA,Hours,202408,47.8
MA,Delivery time,202408,52.5
MA,Demand,202408,45.5
MA,Output prices,202408,57.1
MA,Input prices,202408,68.9
MA,Future performance,202408,54.2
MA,Future employees,202408,53.3
MA,Future hours,202408,52.7
MA,Future delivery time,202408,52.0
MA,Future demand,202408,55.7
MA,Future output prices,202408,65.6
MA,Future input prices,202408,73.4
MD,Current performance,202408,53.2
MD,Revenues,202408,43.6
MD,Employees,202408,48.1
MD,Hours,202408,47.1
MD,Delivery time,202408,52.0
MD,Demand,202408,47.1
MD,Output prices,202408,57.8
MD,Input prices,202408,69.4
MD,Future performance,202408,55.0
MD,Future employees,202408,54.6
MD,Future hours,202408,53.6
MD,Future delivery time,202408,52.8
MD,Future demand,202408,54.9
MD,Future output prices,202408,62.7
MD,Future input prices,202408,74.7
ME,Current performance,202408,53.7
ME,Revenues,202408,43.6
ME,Employees,202408,51.2
ME,Hours,202408,45.7
ME,Delivery time,202408,52.2
ME,Demand,202408,44.9
ME,Output prices,202408,57.2
ME,Input prices,202408,70.1
ME,Future performance,202408,55.7
ME,Future employees,202408,55.6
ME,Future hours,202408,55.3
ME,Future delivery time,202408,50.5
ME,Future demand,202408,55.5
ME,Future output prices,202408,66.7
ME,Future input prices,202408,73.0
MI,Current performance,202408,54.7
MI,Revenues,202408,44.0
MI,Employees,202408,49.0
MI,Hours,202408,48.6
MI,Delivery time,202408,52.3
MI,Demand,202408,46.8
MI,Output prices,202408,57.3
MI,Input prices,202408,66.9
MI,Future performance,202408,53.5
MI,Future employees,202408,53.6
MI,Future hours,202408,52.3
MI,Future delivery time,202408,51.8
MI,Future demand,202408,52.0
MI,Future output prices,202408,62.3
MI,Future input prices,202408,73.8
MN,Current performance,202408,54.5
MN,Revenues,202408,43.7
MN,Employees,202408,48.1
MN,Hours,202408,45.3
MN,Delivery time,202408,51.9
MN,Demand,202408,45.6
MN,Output prices,202408,56.9
MN,Input prices,202408,70.0
MN,Future performance,202408,53.4
MN,Future employees,202408,54.9
MN,Future hours,202408,53.4
MN,Future delivery time,202408,54.0
MN,Future demand,202408,53.2
MN,Future output prices,202408,64.2
MN,Future input prices,202408,77.8
MO,Current performance,202408,53.8
MO,Revenues,202408,45.0
MO,Employees,202408,49.1
MO,Hours,202408,48.5
MO,Delivery time,202408,52.0
MO,Demand,202408,49.3
MO,Output prices,202408,56.6
MO,Input prices,202408,71.0
MO,Future performance,202408,54.4
MO,Future employees,202408,51.8
MO,Future hours,202408,51.7
MO,Future delivery time,202408,51.3
MO,Future demand,202408,53.4
MO,Future output prices,202408,62.5
MO,Future input prices,202408,76.9
MS,Current performance,202408,57.8
MS,Revenues,202408,39.5
MS,Employees,202408,48.4
MS,Hours,202408,45.8
MS,Delivery time,202408,49.7
MS,Demand,202408,48.0
MS,Output prices,202408,56.6
MS,Input prices,202408,71.5
MS,Future performance,202408,55.3
MS,Future employees,202408,52.6
MS,Future hours,202408,49.2
MS,Future delivery time,202408,52.6
MS,Future demand,202408,50.4
MS,Future output prices,202408,64.2
MS,Future input prices,202408,75.2
MT,Current performance,202408,55.6
MT,Revenues,202408,41.5
MT,Employees,202408,48.4
MT,Hours,202408,50.4
MT,Delivery time,202408,53.1
MT,Demand,202408,49.6
MT,Output prices,202408,53.5
MT,Input prices,202408,70.3
MT,Future performance,202408,55.3
MT,Future employees,202408,54.1
MT,Future hours,202408,54.9
MT,Future delivery time,202408,53.5
MT,Future demand,202408,51.9
MT,Future output prices,202408,60.8
MT,Future input prices,202408,80.0
NC,Current performance,202408,54.6
NC,Revenues,202408,42.9
NC,Employees,202408,47.2
NC,Hours,202408,47.7
NC,Delivery time,202408,53.9
NC,Demand,202408,47.0
NC,Output prices,202408,55.9
NC,Input prices,202408,70.0
NC,Future performance,202408,55.1
NC,Future employees,202408,52.7
NC,Future hours,202408,53.5
NC,Future delivery time,202408,52.2
NC,Future demand,202408,55.2
NC,Future output prices,202408,63.4
NC,Future input prices,202408,76.4
ND,Current performance,202408,53.7
ND,Revenues,202408,42.9
ND,Employees,202408,48.6
ND,Hours,202408,47.4
ND,Delivery time,202408,49.6
ND,Demand,202408,49.4
ND,Output prices,202408,56.2
ND,Input prices,202408,65.1
ND,Future performance,202408,51.2
ND,Future employees,202408,53.9
ND,Future hours,202408,54.8
ND,Future delivery time,202408,50.7
ND,Future demand,202408,50.8
ND,Future output prices,202408,62.1
ND,Future input prices,202408,74.3
NE,Current performance,202408,55.1
NE,Revenues,202408,41.3
NE,Employees,202408,48.1
NE,Hours,202408,48.6
NE,Delivery time,202408,51.6
NE,Demand,202408,46.1
NE,Output prices,202408,54.9
NE,Input prices,202408,67.3
NE,Future performance,202408,56.7
NE,Future employees,202408,53.3
NE,Future hours,202408,50.1
NE,Future delivery time,202408,49.8
NE,Future demand,202408,56.1
NE,Future output prices,202408,63.8
NE,Future input prices,202408,76.2
NH,Current performance,202408,58.2
NH,Revenues,202408,41.8
NH,Employees,202408,49.5
NH,Hours,202408,45.3
NH,Delivery time,202408,50.0
NH,Demand,202408,46.3
NH,Output prices,202408,56.6
NH,Input prices,202408,71.5
NH,Future performance,202408,57.6
NH,Future employees,202408,52.9
NH,Future hours,202408,59.9
NH,Future delivery time,202408,51.4
NH,Future demand,202408,64.6
NH,Future output prices,202408,66.1
NH,Future input prices,202408,76.8
NJ,Current performance,202408,49.9
NJ,Revenues,202408,39.6
NJ,Employees,202408,47.1
NJ,Hours,202408,45.9
NJ,Delivery time,202408,51.3
NJ,Demand,202408,41.8
NJ,Output prices,202408,55.0
NJ,Input prices,202408,66.4
NJ,Future performance,202408,49.8
NJ,Future employees,202408,49.4
NJ,Future hours,202408,49.6
NJ,Future delivery time,202408,52.9
NJ,Future demand,202408,50.3
NJ,Future output prices,202408,59.7
NJ,Future input prices,202408,70.6
NM,Current performance,202408,56.4
NM,Revenues,202408,48.0
NM,Employees,202408,48.2
NM,Hours,202408,47.3
NM,Delivery time,202408,52.4
NM,Demand,202408,49.0
NM,Output prices,202408,57.9
NM,Input prices,202408,69.9
NM,Future performance,202408,57.0
NM,Future employees,202408,56.6
NM,Future hours,202408,54.8
NM,Future delivery time,202408,56.0
NM,Future demand,202408,54.5
NM,Future output prices,202408,70.1
NM,Future input prices,202408,81.0
NV,Current performance,202408,48.8
NV,Revenues,202408,40.2
NV,Employees,202408,48.0
NV,Hours,202408,45.7
NV,Delivery time,202408,51.0
NV,Demand,202408,43.5
NV,Output prices,202408,55.0
NV,Input prices,202408,68.1
NV,Future performance,202408,51.1
NV,Future employees,202408,52.8
NV,Future hours,202408,51.7
NV,Future delivery time,202408,50.0
NV,Future demand,202408,52.1
NV,Future output prices,202408,59.3
NV,Future input prices,202408,71.6
NY,Current performance,202408,50.9
NY,Revenues,202408,42.3
NY,Employees,202408,47.9
NY,Hours,202408,47.5
NY,Delivery time,202408,51.1
NY,Demand,202408,44.2
NY,Output prices,202408,54.5
NY,Input prices,202408,66.9
NY,Future performance,202408,51.7
NY,Future employees,202408,51.3
NY,Future hours,202408,50.8
NY,Future delivery time,202408,50.9
NY,Future demand,202408,51.1
NY,Future output prices,202408,60.6
NY,Future input prices,202408,71.7
OH,Current performance,202408,55.0
OH,Revenues,202408,43.6
OH,Employees,202408,50.2
OH,Hours,202408,48.8
OH,Delivery time,202408,51.0
OH,Demand,202408,48.0
OH,Output prices,202408,57.2
OH,Input prices,202408,69.5
OH,Future performance,202408,55.3
OH,Future employees,202408,53.5
OH,Future hours,202408,54.4
OH,Future delivery time,202408,51.8
OH,Future demand,202408,56.2
OH,Future output prices,202408,65.0
OH,Future input prices,202408,76.1
OK,Current performance,202408,53.8
OK,Revenues,202408,44.6
OK,Employees,202408,47.6
OK,Hours,202408,50.2
OK,Delivery time,202408,53.2
OK,Demand,202408,47.5
OK,Output prices,202408,55.5
OK,Input prices,202408,69.2
OK,Future performance,202408,55.1
OK,Future employees,202408,54.6
OK,Future hours,202408,53.2
OK,Future delivery time,202408,53.9
OK,Future demand,202408,54.9
OK,Future output prices,202408,63.9
OK,Future input prices,202408,74.2
OR,Current performance,202408,51.3
OR,Revenues,202408,42.6
OR,Employees,202408,48.5
OR,Hours,202408,45.3
OR,Delivery time,202408,51.9
OR,Demand,202408,44.7
OR,Output prices,202408,54.2
OR,Input prices,202408,69.8
OR,Future performance,202408,53.8
OR,Future employees,202408,53.6
OR,Future hours,202408,54.8
OR,Future delivery time,202408,51.7
OR,Future demand,202408,55.5
OR,Future output prices,202408,64.8
OR,Future input prices,202408,76.5
PA,Current performance,202408,55.1
PA,Revenues,202408,45.3
PA,Employees,202408,48.8
PA,Hours,202408,47.9
PA,Delivery time,202408,51.2
PA,Demand,202408,48.3
PA,Output prices,202408,55.5
PA,Input prices,202408,69.3
PA,Future performance,202408,54.7
PA,Future employees,202408,54.2
PA,Future hours,202408,53.6
PA,Future delivery time,202408,52.4
PA,Future demand,202408,54.9
PA,Future output prices,202408,63.6
PA,Future input prices,202408,76.1
RI,Current performance,202408,57.3
RI,Revenues,202408,47.0
RI,Employees,202408,46.7
RI,Hours,202408,50.6
RI,Delivery time,202408,50.5
RI,Demand,202408,49.0
RI,Output prices,202408,55.6
RI,Input prices,202408,66.0
RI,Future performance,202408,57.5
RI,Future employees,202408,53.4
RI,Future hours,202408,58.6
RI,Future delivery time,202408,52.6
RI,Future demand,202408,58.0
RI,Future output prices,202408,66.4
RI,Future input prices,202408,74.1
SC,Current performance,202408,58.8
SC,Revenues,202408,49.0
SC,Employees,202408,48.0
SC,Hours,202408,48.4
SC,Delivery time,202408,53.4
SC,Demand,202408,51.9
SC,Output prices,202408,56.7
SC,Input prices,202408,68.7
SC,Future performance,202408,56.5
SC,Future employees,202408,54.2
SC,Future hours,202408,51.1
SC,Future delivery time,202408,54.4
SC,Future demand,202408,58.6
SC,Future output prices,202408,65.1
SC,Future input prices,202408,75.9
SD,Current performance,202408,57.6
SD,Revenues,202408,48.6
SD,Employees,202408,49.7
SD,Hours,202408,48.6
SD,Delivery time,202408,52.2
SD,Demand,202408,53.9
SD,Output prices,202408,60.7
SD,Input prices,202408,72.4
SD,Future performance,202408,57.9
SD,Future employees,202408,55.9
SD,Future hours,202408,55.8
SD,Future delivery time,202408,55.4
SD,Future demand,202408,56.8
SD,Future output prices,202408,65.3
SD,Future input prices,202408,74.4
TN,Current performance,202408,54.3
TN,Revenues,202408,45.4
TN,Employees,202408,48.7
TN,Hours,202408,47.6
TN,Delivery time,202408,53.3
TN,Demand,202408,49.5
TN,Output prices,202408,57.0
TN,Input prices,202408,69.2
TN,Future performance,202408,56.5
TN,Future employees,202408,55.2
TN,Future hours,202408,52.5
TN,Future delivery time,202408,53.8
TN,Future demand,202408,57.7
TN,Future output prices,202408,62.4
TN,Future input prices,202408,74.0
TX,Current performance,202408,50.4
TX,Revenues,202408,40.8
TX,Employees,202408,47.3
TX,Hours,202408,45.5
TX,Delivery time,202408,51.9
TX,Demand,202408,43.4
TX,Output prices,202408,55.1
TX,Input prices,202408,69.4
TX,Future performance,202408,51.7
TX,Future employees,202408,51.9
TX,Future hours,202408,51.9
TX,Future delivery time,202408,51.9
TX,Future demand,202408,53.2
TX,Future output prices,202408,61.4
TX,Future input prices,202408,74.1
UT,Current performance,202408,51.5
UT,Revenues,202408,43.8
UT,Employees,202408,49.4
UT,Hours,202408,46.0
UT,Delivery time,202408,52.5
UT,Demand,202408,46.7
UT,Output prices,202408,53.2
UT,Input prices,202408,67.2
UT,Future performance,202408,52.9
UT,Future employees,202408,50.2
UT,Future hours,202408,51.3
UT,Future delivery time,202408,54.0
UT,Future demand,202408,54.9
UT,Future output prices,202408,61.8
UT,Future input prices,202408,74.3
VA,Current performance,202408,54.5
VA,Revenues,202408,44.6
VA,Employees,202408,49.0
VA,Hours,202408,48.4
VA,Delivery time,202408,52.7
VA,Demand,202408,47.2
VA,Output prices,202408,56.0
VA,Input prices,202408,70.4
VA,Future performance,202408,55.2
VA,Future employees,202408,54.1
VA,Future hours,202408,53.6
VA,Future delivery time,202408,54.3
VA,Future demand,202408,55.9
VA,Future output prices,202408,65.1
VA,Future input prices,202408,76.2
VT,Current performance,202408,61.0
VT,Revenues,202408,50.4
VT,Employees,202408,50.4
VT,Hours,202408,49.5
VT,Delivery time,202408,53.7
VT,Demand,202408,59.4
VT,Output prices,202408,58.8
VT,Input prices,202408,70.5
VT,Future performance,202408,60.3
VT,Future employees,202408,59.3
VT,Future hours,202408,60.8
VT,Future delivery time,202408,53.2
VT,Future demand,202408,60.1
VT,Future output prices,202408,67.0
VT,Future input prices,202408,76.9
WA,Current performance,202408,50.0
